--2017-05-05 02:00:02--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 50650K .......... .......... .......... .......... .......... 49%  268M 2s
 50700K .......... .......... .......... .......... .......... 49%  129M 2s
 50750K .......... .......... .......... .......... .......... 49%  153M 2s
 50800K .......... .......... .......... .......... .......... 49%  159M 2s
 50850K .......... .......... .......... .......... .......... 49%  159M 2s
 50900K .......... .......... .......... .......... .......... 49% 2.82M 2s
 50950K .......... .......... .......... .......... .......... 49%  363M 2s
 51000K .......... .......... .......... .......... .......... 49%  366M 2s
 51050K .......... .......... .......... .......... .......... 49%  417M 2s
 51100K .......... .......... .......... .......... .......... 49%  342M 2s
 51150K .......... .......... .......... .......... .......... 50%  415M 2s
 51200K .......... .......... .......... .......... .......... 50%  415M 2s
 51250K .......... .......... .......... .......... .......... 50%  413M 2s
 51300K .......... .......... .......... .......... .......... 50%  354M 2s
 51350K .......... .......... .......... .......... .......... 50%  418M 2s
 51400K .......... .......... .......... .......... .......... 50%  418M 2s
 51450K .......... .......... .......... .......... .......... 50%  417M 2s
 51500K .......... .......... .......... .......... .......... 50%  360M 2s
 51550K .......... .......... .......... .......... .......... 50%  419M 2s
 51600K .......... .......... .......... .......... .......... 50%  189M 2s
 51650K .......... .......... .......... .......... .......... 50%  391M 2s
 51700K .......... .......... .......... .......... .......... 50%  360M 2s
 51750K .......... .......... .......... .......... .......... 50%  419M 2s
 51800K .......... .......... .......... .......... .......... 50%  424M 2s
 51850K .......... .......... .......... .......... .......... 50%  422M 2s
 51900K .......... .......... .......... .......... .......... 50%  359M 2s
 51950K .......... .......... .......... .......... .......... 50%  415M 2s
 52000K .......... .......... .......... .......... .......... 50%  419M 2s
 52050K .......... .......... .......... .......... .......... 50%  175M 2s
 52100K .......... .......... .......... .......... .......... 50%  143M 2s
 52150K .......... .......... .......... .......... .......... 50%  161M 2s
 52200K .......... .......... .......... .......... .......... 51% 4.63M 2s
 52250K .......... .......... .......... .......... .......... 51%  336M 2s
 52300K .......... .......... .......... .......... .......... 51%  364M 2s
 52350K .......... .......... .......... .......... .......... 51%  418M 2s
 52400K .......... .......... .......... .......... .......... 51%  317M 2s
 52450K .......... .......... .......... .......... .......... 51%  313M 2s
 52500K .......... .......... .......... .......... .......... 51%  275M 2s
 52550K .......... .......... .......... .......... .......... 51%  326M 2s
 52600K .......... .......... .......... .......... .......... 51%  423M 2s
 52650K .......... .......... .......... .......... .......... 51%  427M 2s
 52700K .......... .......... .......... .......... .......... 51%  320M 2s
 52750K .......... .......... .......... .......... .......... 51% 4.07M 2s
 52800K .......... .......... .......... .......... .......... 51% 82.1M 2s
 52850K .......... .......... .......... .......... .......... 51%  144M 2s
 52900K .......... .......... .......... .......... .......... 51%  118M 2s
 52950K .......... .......... .......... .......... .......... 51% 6.99M 2s
 53000K .......... .......... .......... .......... .......... 51%  378M 2s
 53050K .......... .......... .......... .......... .......... 51%  416M 2s
 53100K .......... .......... .......... .......... .......... 51%  176M 2s
 53150K .......... .......... .......... .......... .......... 51%  137M 2s
 53200K .......... .......... .......... .......... .......... 52%  238M 2s
 53250K .......... .......... .......... .......... .......... 52%  387M 2s
 53300K .......... .......... .......... .......... .......... 52%  366M 2s
 53350K .......... .......... .......... .......... .......... 52%  419M 2s
 53400K .......... .......... .......... .......... .......... 52%  419M 2s
 53450K .......... .......... .......... .......... .......... 52%  412M 2s
 53500K .......... .......... .......... .......... .......... 52%  329M 2s
 53550K .......... .......... .......... .......... .......... 52%  397M 2s
 53600K .......... .......... .......... .......... .......... 52%  255M 2s
 53650K .......... .......... .......... .......... .......... 52%  425M 2s
 53700K .......... .......... .......... .......... .......... 52%  371M 2s
 53750K .......... .......... .......... .......... .......... 52%  426M 2s
 53800K .......... .......... .......... .......... .......... 52%  427M 2s
 53850K .......... .......... .......... .......... .......... 52%  432M 2s
 53900K .......... .......... .......... .......... .......... 52%  370M 2s
 53950K .......... .......... .......... .......... .......... 52%  429M 2s
 54000K .......... .......... .......... .......... .......... 52%  428M 2s
 54050K .......... .......... .......... .......... .......... 52%  441M 2s
 54100K .......... .......... .......... .......... .......... 52%  264M 2s
 54150K .......... .......... .......... .......... .......... 52%  427M 2s
 54200K .......... .......... .......... .......... .......... 52%  454M 2s
 54250K .......... .......... .......... .......... .......... 53% 3.97M 2s
 54300K .......... .......... .......... .......... .......... 53%  366M 2s
 54350K .......... .......... .......... .......... .......... 53% 45.9M 2s
 54400K .......... .......... .......... .......... .......... 53%  152M 2s
 54450K .......... .......... .......... .......... .......... 53% 77.4M 2s
 54500K .......... .......... .......... .......... .......... 53%  129M 2s
 54550K .......... .......... .......... .......... .......... 53%  153M 2s
 54600K .......... .......... .......... .......... .......... 53%  138M 2s
 54650K .......... .......... .......... .......... .......... 53%  145M 2s
 54700K .......... .......... .......... .......... .......... 53% 5.72M 2s
 54750K .......... .......... .......... .......... .......... 53%  364M 2s
 54800K .......... .......... .......... .......... .......... 53%  445M 2s
 54850K .......... .......... .......... .......... .......... 53%  447M 2s
 54900K .......... .......... .......... .......... .......... 53%  142M 2s
 54950K .......... .......... .......... .......... .......... 53%  143M 2s
 55000K .......... .......... .......... .......... .......... 53%  172M 2s
 55050K .......... .......... .......... .......... .......... 53%  270M 2s
 55100K .......... .......... .......... .......... .......... 53%  128M 2s
 55150K .......... .......... .......... .......... .......... 53%  177M 2s
 55200K .......... .......... .......... .......... .......... 53%  447M 2s
 55250K .......... .......... .......... .......... .......... 54%  454M 2s
 55300K .......... .......... .......... .......... .......... 54%  391M 2s
 55350K .......... .......... .......... .......... .......... 54%  454M 2s
 55400K .......... .......... .......... .......... .......... 54%  462M 2s
 55450K .......... .......... .......... .......... .......... 54%  456M 2s
 55500K .......... .......... .......... .......... .......... 54%  395M 2s
 55550K .......... .......... .......... .......... .......... 54%  464M 2s
 55600K .......... .......... .......... .......... .......... 54%  466M 2s
 55650K .......... .......... .......... .......... .......... 54% 5.09M 2s
 55700K .......... .......... .......... .......... .......... 54%  146M 2s
 55750K .......... .......... .......... .......... .......... 54% 76.2M 2s
 55800K .......... .......... .......... .......... .......... 54% 18.2M 2s
 55850K .......... .......... .......... .......... .......... 54%  131M 2s
 55900K .......... .......... .......... .......... .......... 54%  151M 2s
 55950K .......... .......... .......... .......... .......... 54%  153M 2s
 56000K .......... .......... .......... .......... .......... 54%  160M 2s
 56050K .......... .......... .......... .......... .......... 54%  157M 1s
 56100K .......... .......... .......... .......... .......... 54%  154M 1s
 56150K .......... .......... .......... .......... .......... 54%  157M 1s
 56200K .......... .......... .......... .......... .......... 54%  144M 1s
 56250K .......... .......... .......... .......... .......... 54%  168M 1s
 56300K .......... .......... .......... .......... .......... 55% 8.46M 1s
 56350K .......... .......... .......... .......... .......... 55%  401M 1s
 56400K .......... .......... .......... .......... .......... 55%  398M 1s
 56450K .......... .......... .......... .......... .......... 55% 4.06M 1s
 56500K .......... .......... .......... .......... .......... 55%  150M 1s
 56550K .......... .......... .......... .......... .......... 55%  142M 1s
 56600K .......... .......... .......... .......... .......... 55% 40.1M 1s
 56650K .......... .......... .......... .......... .......... 55%  128M 1s
 56700K .......... .......... .......... .......... .......... 55%  149M 1s
 56750K .......... .......... .......... .......... .......... 55%  185M 1s
 56800K .......... .......... .......... .......... .......... 55%  243M 1s
 56850K .......... .......... .......... .......... .......... 55% 14.1M 1s
 56900K .......... .......... .......... .......... .......... 55%  383M 1s
 56950K .......... .......... .......... .......... .......... 55%  457M 1s
 57000K .......... .......... .......... .......... .......... 55%  124M 1s
 57050K .......... .......... .......... .......... .......... 55% 10.6M 1s
 57100K .......... .......... .......... .......... .......... 55%  378M 1s
 57150K .......... .......... .......... .......... .......... 55%  455M 1s
 57200K .......... .......... .......... .......... .......... 55%  454M 1s
 57250K .......... .......... .......... .......... .......... 55%  393M 1s
 57300K .......... .......... .......... .......... .......... 56%  466M 1s
 57350K .......... .......... .......... .......... .......... 56%  457M 1s
 57400K .......... .......... .......... .......... .......... 56% 19.6M 1s
 57450K .......... .......... .......... .......... .......... 56% 12.8M 1s
 57500K .......... .......... .......... .......... .......... 56%  140M 1s
 57550K .......... .......... .......... .......... .......... 56%  162M 1s
 57600K .......... .......... .......... .......... .......... 56%  154M 1s
 57650K .......... .......... .......... .......... .......... 56%  165M 1s
 57700K .......... .......... .......... .......... .......... 56%  176M 1s
 57750K .......... .......... .......... .......... .......... 56%  191M 1s
 57800K .......... .......... .......... .......... .......... 56%  150M 1s
 57850K .......... .......... .......... .......... .......... 56%  164M 1s
 57900K .......... .......... .......... .......... .......... 56%  179M 1s
 57950K .......... .......... .......... .......... .......... 56%  161M 1s
 58000K .......... .......... .......... .......... .......... 56%  158M 1s
 58050K .......... .......... .......... .......... .......... 56%  168M 1s
 58100K .......... .......... .......... .......... .......... 56% 6.52M 1s
 58150K .......... .......... .......... .......... .......... 56%  388M 1s
 58200K .......... .......... .......... .......... .......... 56%  375M 1s
 58250K .......... .......... .......... .......... .......... 56%  444M 1s
 58300K .......... .......... .......... .......... .......... 56%  442M 1s
 58350K .......... .......... .......... .......... .......... 57% 10.5M 1s
 58400K .......... .......... .......... .......... .......... 57%  280M 1s
 58450K .......... .......... .......... .......... .......... 57%  427M 1s
 58500K .......... .......... .......... .......... .......... 57%  416M 1s
 58550K .......... .......... .......... .......... .......... 57%  449M 1s
 58600K .......... .......... .......... .......... .......... 57%  391M 1s
 58650K .......... .......... .......... .......... .......... 57%  436M 1s
 58700K .......... .......... .......... .......... .......... 57%  456M 1s
 58750K .......... .......... .......... .......... .......... 57%  458M 1s
 58800K .......... .......... .......... .......... .......... 57%  394M 1s
 58850K .......... .......... .......... .......... .......... 57%  462M 1s
 58900K .......... .......... .......... .......... .......... 57%  461M 1s
 58950K .......... .......... .......... .......... .......... 57% 18.4M 1s
 59000K .......... .......... .......... .......... .......... 57%  138M 1s
 59050K .......... .......... .......... .......... .......... 57%  162M 1s
 59100K .......... .......... .......... .......... .......... 57%  350M 1s
 59150K .......... .......... .......... .......... .......... 57% 4.61M 1s
 59200K .......... .......... .......... .......... .......... 57%  100M 1s
 59250K .......... .......... .......... .......... .......... 57%  133M 1s
 59300K .......... .......... .......... .......... .......... 57% 13.2M 1s
 59350K .......... .......... .......... .......... .......... 58%  152M 1s
 59400K .......... .......... .......... .......... .......... 58%  155M 1s
 59450K .......... .......... .......... .......... .......... 58%  180M 1s
 59500K .......... .......... .......... .......... .......... 58%  164M 1s
 59550K .......... .......... .......... .......... .......... 58%  235M 1s
 59600K .......... .......... .......... .......... .......... 58% 7.10M 1s
 59650K .......... .......... .......... .......... .......... 58%  136M 1s
 59700K .......... .......... .......... .......... .......... 58%  148M 1s
 59750K .......... .......... .......... .......... .......... 58%  145M 1s
 59800K .......... .......... .......... .......... .......... 58%  393M 1s
 59850K .......... .......... .......... .......... .......... 58%  458M 1s
 59900K .......... .......... .......... .......... .......... 58%  187M 1s
 59950K .......... .......... .......... .......... .......... 58%  153M 1s
 60000K .......... .......... .......... .......... .......... 58%  174M 1s
 60050K .......... .......... .......... .......... .......... 58%  185M 1s
 60100K .......... .......... .......... .......... .......... 58%  165M 1s
 60150K .......... .......... .......... .......... .......... 58% 6.50M 1s
 60200K .......... .......... .......... .......... .......... 58%  141M 1s
 60250K .......... .......... .......... .......... .......... 58%  132M 1s
 60300K .......... .......... .......... .......... .......... 58%  142M 1s
 60350K .......... .......... .......... .......... .......... 58% 23.9M 1s
 60400K .......... .......... .......... .......... .......... 59%  366M 1s
 60450K .......... .......... .......... .......... .......... 59%  265M 1s
 60500K .......... .......... .......... .......... .......... 59%  314M 1s
 60550K .......... .......... .......... .......... .......... 59%  450M 1s
 60600K .......... .......... .......... .......... .......... 59%  451M 1s
 60650K .......... .......... .......... .......... .......... 59% 32.6M 1s
 60700K .......... .......... .......... .......... .......... 59%  406M 1s
 60750K .......... .......... .......... .......... .......... 59%  453M 1s
 60800K .......... .......... .......... .......... .......... 59%  455M 1s
 60850K .......... .......... .......... .......... .......... 59%  391M 1s
 60900K .......... .......... .......... .......... .......... 59%  462M 1s
 60950K .......... .......... .......... .......... .......... 59%  462M 1s
 61000K .......... .......... .......... .......... .......... 59%  467M 1s
 61050K .......... .......... .......... .......... .......... 59% 19.2M 1s
 61100K .......... .......... .......... .......... .......... 59%  120M 1s
 61150K .......... .......... .......... .......... .......... 59%  310M 1s
 61200K .......... .......... .......... .......... .......... 59%  397M 1s
 61250K .......... .......... .......... .......... .......... 59%  463M 1s
 61300K .......... .......... .......... .......... .......... 59% 17.2M 1s
 61350K .......... .......... .......... .......... .......... 59%  142M 1s
 61400K .......... .......... .......... .......... .......... 60% 71.1M 1s
 61450K .......... .......... .......... .......... .......... 60%  151M 1s
 61500K .......... .......... .......... .......... .......... 60% 20.4M 1s
 61550K .......... .......... .......... .......... .......... 60%  148M 1s
 61600K .......... .......... .......... .......... .......... 60%  164M 1s
 61650K .......... .......... .......... .......... .......... 60%  157M 1s
 61700K .......... .......... .......... .......... .......... 60% 11.0M 1s
 61750K .......... .......... .......... .......... .......... 60%  348M 1s
 61800K .......... .......... .......... .......... .......... 60%  419M 1s
 61850K .......... .......... .......... .......... .......... 60% 9.64M 1s
 61900K .......... .......... .......... .......... .......... 60% 35.8M 1s
 61950K .......... .......... .......... .......... .......... 60%  126M 1s
 62000K .......... .......... .......... .......... .......... 60%  177M 1s
 62050K .......... .......... .......... .......... .......... 60% 14.7M 1s
 62100K .......... .......... .......... .......... .......... 60%  140M 1s
 62150K .......... .......... .......... .......... .......... 60% 24.8M 1s
 62200K .......... .......... .......... .......... .......... 60%  408M 1s
 62250K .......... .......... .......... .......... .......... 60%  456M 1s
 62300K .......... .......... .......... .......... .......... 60% 7.08M 1s
 62350K .......... .......... .......... .......... .......... 60%  153M 1s
 62400K .......... .......... .......... .......... .......... 60%  150M 1s
 62450K .......... .......... .......... .......... .......... 61%  150M 1s
 62500K .......... .......... .......... .......... .......... 61% 15.8M 1s
 62550K .......... .......... .......... .......... .......... 61% 63.5M 1s
 62600K .......... .......... .......... .......... .......... 61%  328M 1s
 62650K .......... .......... .......... .......... .......... 61%  456M 1s
 62700K .......... .......... .......... .......... .......... 61%  463M 1s
 62750K .......... .......... .......... .......... .......... 61%  464M 1s
 62800K .......... .......... .......... .......... .......... 61%  402M 1s
 62850K .......... .......... .......... .......... .......... 61% 24.2M 1s
 62900K .......... .......... .......... .......... .......... 61%  131M 1s
 62950K .......... .......... .......... .......... .......... 61%  174M 1s
 63000K .......... .......... .......... .......... .......... 61%  154M 1s
 63050K .......... .......... .......... .......... .......... 61%  167M 1s
 63100K .......... .......... .......... .......... .......... 61%  173M 1s
 63150K .......... .......... .......... .......... .......... 61%  134M 1s
 63200K .......... .......... .......... .......... .......... 61% 7.13M 1s
 63250K .......... .......... .......... .......... .......... 61%  203M 1s
 63300K .......... .......... .......... .......... .......... 61%  426M 1s
 63350K .......... .......... .......... .......... .......... 61%  431M 1s
 63400K .......... .......... .......... .......... .......... 61%  392M 1s
 63450K .......... .......... .......... .......... .......... 62%  455M 1s
 63500K .......... .......... .......... .......... .......... 62%  458M 1s
 63550K .......... .......... .......... .......... .......... 62%  457M 1s
 63600K .......... .......... .......... .......... .......... 62%  399M 1s
 63650K .......... .......... .......... .......... .......... 62%  193M 1s
 63700K .......... .......... .......... .......... .......... 62%  232M 1s
 63750K .......... .......... .......... .......... .......... 62%  163M 1s
 63800K .......... .......... .......... .......... .......... 62%  151M 1s
 63850K .......... .......... .......... .......... .......... 62%  189M 1s
 63900K .......... .......... .......... .......... .......... 62%  161M 1s
 63950K .......... .......... .......... .......... .......... 62% 7.44M 1s
 64000K .......... .......... .......... .......... .......... 62%  390M 1s
 64050K .......... .......... .......... .......... .......... 62%  150M 1s
 64100K .......... .......... .......... .......... .......... 62%  169M 1s
 64150K .......... .......... .......... .......... .......... 62%  152M 1s
 64200K .......... .......... .......... .......... .......... 62%  164M 1s
 64250K .......... .......... .......... .......... .......... 62%  157M 1s
 64300K .......... .......... .......... .......... .......... 62%  164M 1s
 64350K .......... .......... .......... .......... .......... 62% 11.5M 1s
 64400K .......... .......... .......... .......... .......... 62%  377M 1s
 64450K .......... .......... .......... .......... .......... 62%  458M 1s
 64500K .......... .......... .......... .......... .......... 63%  461M 1s
 64550K .......... .......... .......... .......... .......... 63% 7.82M 1s
 64600K .......... .......... .......... .......... .......... 63%  306M 1s
 64650K .......... .......... .......... .......... .......... 63%  396M 1s
 64700K .......... .......... .......... .......... .......... 63%  465M 1s
 64750K .......... .......... .......... .......... .......... 63% 7.92M 1s
 64800K .......... .......... .......... .......... .......... 63%  394M 1s
 64850K .......... .......... .......... .......... .......... 63%  362M 1s
 64900K .......... .......... .......... .......... .......... 63%  467M 1s
 64950K .......... .......... .......... .......... .......... 63%  466M 1s
 65000K .......... .......... .......... .......... .......... 63% 15.1M 1s
 65050K .......... .......... .......... .......... .......... 63% 23.4M 1s
 65100K .......... .......... .......... .......... .......... 63%  146M 1s
 65150K .......... .......... .......... .......... .......... 63% 44.7M 1s
 65200K .......... .......... .......... .......... .......... 63% 31.3M 1s
 65250K .......... .......... .......... .......... .......... 63% 74.5M 1s
 65300K .......... .......... .......... .......... .......... 63% 18.9M 1s
 65350K .......... .......... .......... .......... .......... 63%  170M 1s
 65400K .......... .......... .......... .......... .......... 63%  444M 1s
 65450K .......... .......... .......... .......... .......... 63%  436M 1s
 65500K .......... .......... .......... .......... .......... 64%  459M 1s
 65550K .......... .......... .......... .......... .......... 64%  271M 1s
 65600K .......... .......... .......... .......... .......... 64%  160M 1s
 65650K .......... .......... .......... .......... .......... 64% 21.9M 1s
 65700K .......... .......... .......... .......... .......... 64% 13.3M 1s
 65750K .......... .......... .......... .......... .......... 64%  402M 1s
 65800K .......... .......... .......... .......... .......... 64%  413M 1s
 65850K .......... .......... .......... .......... .......... 64%  338M 1s
 65900K .......... .......... .......... .......... .......... 64% 12.6M 1s
 65950K .......... .......... .......... .......... .......... 64%  147M 1s
 66000K .......... .......... .......... .......... .......... 64%  164M 1s
 66050K .......... .......... .......... .......... .......... 64%  191M 1s
 66100K .......... .......... .......... .......... .......... 64% 49.7M 1s
 66150K .......... .......... .......... .......... .......... 64%  153M 1s
 66200K .......... .......... .......... .......... .......... 64%  194M 1s
 66250K .......... .......... .......... .......... .......... 64%  253M 1s
 66300K .......... .......... .......... .......... .......... 64%  161M 1s
 66350K .......... .......... .......... .......... .......... 64%  156M 1s
 66400K .......... .......... .......... .......... .......... 64%  167M 1s
 66450K .......... .......... .......... .......... .......... 64% 7.25M 1s
 66500K .......... .......... .......... .......... .......... 64%  136M 1s
 66550K .......... .......... .......... .......... .......... 65%  173M 1s
 66600K .......... .......... .......... .......... .......... 65%  159M 1s
 66650K .......... .......... .......... .......... .......... 65%  165M 1s
 66700K .......... .......... .......... .......... .......... 65% 15.9M 1s
 66750K .......... .......... .......... .......... .......... 65%  134M 1s
 66800K .......... .......... .......... .......... .......... 65%  438M 1s
 66850K .......... .......... .......... .......... .......... 65%  424M 1s
 66900K .......... .......... .......... .......... .......... 65%  194M 1s
 66950K .......... .......... .......... .......... .......... 65% 13.7M 1s
 67000K .......... .......... .......... .......... .......... 65%  404M 1s
 67050K .......... .......... .......... .......... .......... 65%  451M 1s
 67100K .......... .......... .......... .......... .......... 65%  451M 1s
 67150K .......... .......... .......... .......... .......... 65%  391M 1s
 67200K .......... .......... .......... .......... .......... 65%  455M 1s
 67250K .......... .......... .......... .......... .......... 65% 37.0M 1s
 67300K .......... .......... .......... .......... .......... 65%  157M 1s
 67350K .......... .......... .......... .......... .......... 65%  190M 1s
 67400K .......... .......... .......... .......... .......... 65%  148M 1s
 67450K .......... .......... .......... .......... .......... 65% 8.81M 1s
 67500K .......... .......... .......... .......... .......... 65% 70.7M 1s
 67550K .......... .......... .......... .......... .......... 66%  161M 1s
 67600K .......... .......... .......... .......... .......... 66%  222M 1s
 67650K .......... .......... .......... .......... .......... 66% 78.2M 1s
 67700K .......... .......... .......... .......... .......... 66% 14.1M 1s
 67750K .......... .......... .......... .......... .......... 66%  136M 1s
 67800K .......... .......... .......... .......... .......... 66% 84.5M 1s
 67850K .......... .......... .......... .......... .......... 66% 16.4M 1s
 67900K .......... .......... .......... .......... .......... 66%  131M 1s
 67950K .......... .......... .......... .......... .......... 66%  264M 1s
 68000K .......... .......... .......... .......... .......... 66% 25.6M 1s
 68050K .......... .......... .......... .......... .......... 66%  112M 1s
 68100K .......... .......... .......... .......... .......... 66% 64.4M 1s
 68150K .......... .......... .......... .......... .......... 66%  138M 1s
 68200K .......... .......... .......... .......... .......... 66%  164M 1s
 68250K .......... .......... .......... .......... .......... 66% 12.2M 1s
 68300K .......... .......... .......... .......... .......... 66%  406M 1s
 68350K .......... .......... .......... .......... .......... 66%  461M 1s
 68400K .......... .......... .......... .......... .......... 66%  394M 1s
 68450K .......... .......... .......... .......... .......... 66% 19.3M 1s
 68500K .......... .......... .......... .......... .......... 66%  399M 1s
 68550K .......... .......... .......... .......... .......... 66%  354M 1s
 68600K .......... .......... .......... .......... .......... 67% 20.7M 1s
 68650K .......... .......... .......... .......... .......... 67% 32.9M 1s
 68700K .......... .......... .......... .......... .......... 67%  134M 1s
 68750K .......... .......... .......... .......... .......... 67%  156M 1s
 68800K .......... .......... .......... .......... .......... 67%  157M 1s
 68850K .......... .......... .......... .......... .......... 67%  157M 1s
 68900K .......... .......... .......... .......... .......... 67%  158M 1s
 68950K .......... .......... .......... .......... .......... 67%  159M 1s
 69000K .......... .......... .......... .......... .......... 67% 20.6M 1s
 69050K .......... .......... .......... .......... .......... 67%  294M 1s
 69100K .......... .......... .......... .......... .......... 67%  461M 1s
 69150K .......... .......... .......... .......... .......... 67% 10.3M 1s
 69200K .......... .......... .......... .......... .......... 67%  160M 1s
 69250K .......... .......... .......... .......... .......... 67%  167M 1s
 69300K .......... .......... .......... .......... .......... 67%  145M 1s
 69350K .......... .......... .......... .......... .......... 67%  148M 1s
 69400K .......... .......... .......... .......... .......... 67%  169M 1s
 69450K .......... .......... .......... .......... .......... 67%  166M 1s
 69500K .......... .......... .......... .......... .......... 67%  157M 1s
 69550K .......... .......... .......... .......... .......... 67% 20.3M 1s
 69600K .......... .......... .......... .......... .......... 68%  127M 1s
 69650K .......... .......... .......... .......... .......... 68%  181M 1s
 69700K .......... .......... .......... .......... .......... 68%  154M 1s
 69750K .......... .......... .......... .......... .......... 68%  143M 1s
 69800K .......... .......... .......... .......... .......... 68%  252M 1s
 69850K .......... .......... .......... .......... .......... 68%  445M 1s
 69900K .......... .......... .......... .......... .......... 68%  419M 1s
 69950K .......... .......... .......... .......... .......... 68%  402M 1s
 70000K .......... .......... .......... .......... .......... 68% 10.8M 1s
 70050K .......... .......... .......... .......... .......... 68%  342M 1s
 70100K .......... .......... .......... .......... .......... 68% 23.2M 1s
 70150K .......... .......... .......... .......... .......... 68% 11.3M 1s
 70200K .......... .......... .......... .......... .......... 68%  160M 1s
 70250K .......... .......... .......... .......... .......... 68%  154M 1s
 70300K .......... .......... .......... .......... .......... 68% 21.0M 1s
 70350K .......... .......... .......... .......... .......... 68%  329M 1s
 70400K .......... .......... .......... .......... .......... 68% 66.1M 1s
 70450K .......... .......... .......... .......... .......... 68% 8.98M 1s
 70500K .......... .......... .......... .......... .......... 68%  207M 1s
 70550K .......... .......... .......... .......... .......... 68%  462M 1s
 70600K .......... .......... .......... .......... .......... 68%  462M 1s
 70650K .......... .......... .......... .......... .......... 69%  392M 1s
 70700K .......... .......... .......... .......... .......... 69%  467M 1s
 70750K .......... .......... .......... .......... .......... 69% 43.9M 1s
 70800K .......... .......... .......... .......... .......... 69% 24.5M 1s
 70850K .......... .......... .......... .......... .......... 69%  360M 1s
 70900K .......... .......... .......... .......... .......... 69%  401M 1s
 70950K .......... .......... .......... .......... .......... 69% 11.4M 1s
 71000K .......... .......... .......... .......... .......... 69%  158M 1s
 71050K .......... .......... .......... .......... .......... 69%  190M 1s
 71100K .......... .......... .......... .......... .......... 69% 99.1M 1s
 71150K .......... .......... .......... .......... .......... 69% 28.1M 1s
 71200K .......... .......... .......... .......... .......... 69%  400M 1s
 71250K .......... .......... .......... .......... .......... 69%  274M 1s
 71300K .......... .......... .......... .......... .......... 69% 30.2M 1s
 71350K .......... .......... .......... .......... .......... 69% 31.4M 1s
 71400K .......... .......... .......... .......... .......... 69%  148M 1s
 71450K .......... .......... .......... .......... .......... 69%  165M 1s
 71500K .......... .......... .......... .......... .......... 69%  134M 1s
 71550K .......... .......... .......... .......... .......... 69% 22.5M 1s
 71600K .......... .......... .......... .......... .......... 69%  342M 1s
 71650K .......... .......... .......... .......... .......... 70%  466M 1s
 71700K .......... .......... .......... .......... .......... 70% 23.7M 1s
 71750K .......... .......... .......... .......... .......... 70%  156M 1s
 71800K .......... .......... .......... .......... .......... 70%  179M 1s
 71850K .......... .......... .......... .......... .......... 70%  160M 1s
 71900K .......... .......... .......... .......... .......... 70% 16.6M 1s
 71950K .......... .......... .......... .......... .......... 70%  148M 1s
 72000K .......... .......... .......... .......... .......... 70%  156M 1s
 72050K .......... .......... .......... .......... .......... 70% 95.2M 1s
 72100K .......... .......... .......... .......... .......... 70%  148M 1s
 72150K .......... .......... .......... .......... .......... 70% 12.7M 1s
 72200K .......... .......... .......... .......... .......... 70%  349M 1s
 72250K .......... .......... .......... .......... .......... 70%  455M 1s
 72300K .......... .......... .......... .......... .......... 70%  436M 1s
 72350K .......... .......... .......... .......... .......... 70% 13.8M 1s
 72400K .......... .......... .......... .......... .......... 70%  154M 1s
 72450K .......... .......... .......... .......... .......... 70%  192M 1s
 72500K .......... .......... .......... .......... .......... 70%  391M 1s
 72550K .......... .......... .......... .......... .......... 70%  390M 1s
 72600K .......... .......... .......... .......... .......... 70%  280M 1s
 72650K .......... .......... .......... .......... .......... 70%  176M 1s
 72700K .......... .......... .......... .......... .......... 71%  179M 1s
 72750K .......... .......... .......... .......... .......... 71% 25.7M 1s
 72800K .......... .......... .......... .......... .......... 71% 22.7M 1s
 72850K .......... .......... .......... .......... .......... 71% 30.3M 1s
 72900K .......... .......... .......... .......... .......... 71% 49.5M 1s
 72950K .......... .......... .......... .......... .......... 71%  153M 1s
 73000K .......... .......... .......... .......... .......... 71% 43.9M 1s
 73050K .......... .......... .......... .......... .......... 71% 13.7M 1s
 73100K .......... .......... .......... .......... .......... 71%  416M 1s
 73150K .......... .......... .......... .......... .......... 71%  467M 1s
 73200K .......... .......... .......... .......... .......... 71% 12.9M 1s
 73250K .......... .......... .......... .......... .......... 71%  143M 1s
 73300K .......... .......... .......... .......... .......... 71% 35.6M 1s
 73350K .......... .......... .......... .......... .......... 71%  155M 1s
 73400K .......... .......... .......... .......... .......... 71%  182M 1s
 73450K .......... .......... .......... .......... .......... 71%  107M 1s
 73500K .......... .......... .......... .......... .......... 71%  334M 1s
 73550K .......... .......... .......... .......... .......... 71% 32.8M 1s
 73600K .......... .......... .......... .......... .......... 71% 17.3M 1s
 73650K .......... .......... .......... .......... .......... 71% 49.7M 1s
 73700K .......... .......... .......... .......... .......... 72%  168M 1s
 73750K .......... .......... .......... .......... .......... 72% 43.4M 1s
 73800K .......... .......... .......... .......... .......... 72%  261M 1s
 73850K .......... .......... .......... .......... .......... 72% 31.6M 1s
 73900K .......... .......... .......... .......... .......... 72%  138M 1s
 73950K .......... .......... .......... .......... .......... 72% 97.3M 1s
 74000K .......... .......... .......... .......... .......... 72% 74.5M 1s
