--2017-05-01 22:02:37--  ftp://bks-speedtest-1.tele2.net/100MB.zip
           => ‘/dev/null’
Resolving bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)... 90.130.74.113, 2a00:800:1010:9::2
Connecting to bks-speedtest-1.tele2.net (bks-speedtest-1.tele2.net)|90.130.74.113|:21... connected.
Logging in as anonymous ... Logged in!
==> SYST ... done.    ==> PWD ... done.
 16700K .......... .......... .......... .......... .......... 16% 91.5M 4s
 16750K .......... .......... .......... .......... .......... 16%  117M 4s
 16800K .......... .......... .......... .......... .......... 16% 73.3M 4s
 16850K .......... .......... .......... .......... .......... 16%  134M 4s
 16900K .......... .......... .......... .......... .......... 16%  118M 4s
 16950K .......... .......... .......... .......... .......... 16%  106M 4s
 17000K .......... .......... .......... .......... .......... 16%  102M 4s
 17050K .......... .......... .......... .......... .......... 16% 78.2M 4s
 17100K .......... .......... .......... .......... .......... 16% 13.3M 4s
 17150K .......... .......... .......... .......... .......... 16% 85.1M 4s
 17200K .......... .......... .......... .......... .......... 16% 98.8M 4s
 17250K .......... .......... .......... .......... .......... 16% 96.3M 4s
 17300K .......... .......... .......... .......... .......... 16%  111M 4s
 17350K .......... .......... .......... .......... .......... 16% 76.9M 4s
 17400K .......... .......... .......... .......... .......... 17% 96.1M 4s
 17450K .......... .......... .......... .......... .......... 17% 99.3M 4s
 17500K .......... .......... .......... .......... .......... 17% 98.6M 4s
 17550K .......... .......... .......... .......... .......... 17%  101M 4s
 17600K .......... .......... .......... .......... .......... 17%  102M 4s
 17650K .......... .......... .......... .......... .......... 17% 98.3M 4s
 17700K .......... .......... .......... .......... .......... 17% 84.9M 4s
 17750K .......... .......... .......... .......... .......... 17%  102M 4s
 17800K .......... .......... .......... .......... .......... 17% 83.1M 4s
 17850K .......... .......... .......... .......... .......... 17% 80.0M 3s
 17900K .......... .......... .......... .......... .......... 17%  105M 3s
 17950K .......... .......... .......... .......... .......... 17% 97.2M 3s
 18000K .......... .......... .......... .......... .......... 17% 87.2M 3s
 18050K .......... .......... .......... .......... .......... 17%  114M 3s
 18100K .......... .......... .......... .......... .......... 17% 85.5M 3s
 18150K .......... .......... .......... .......... .......... 17%  115M 3s
 18200K .......... .......... .......... .......... .......... 17% 87.3M 3s
 18250K .......... .......... .......... .......... .......... 17%  115M 3s
 18300K .......... .......... .......... .......... .......... 17% 93.3M 3s
 18350K .......... .......... .......... .......... .......... 17% 89.8M 3s
 18400K .......... .......... .......... .......... .......... 18%  104M 3s
 18450K .......... .......... .......... .......... .......... 18%  104M 3s
 18500K .......... .......... .......... .......... .......... 18%  134M 3s
 18550K .......... .......... .......... .......... .......... 18%  105M 3s
 18600K .......... .......... .......... .......... .......... 18% 94.3M 3s
 18650K .......... .......... .......... .......... .......... 18%  106M 3s
 18700K .......... .......... .......... .......... .......... 18%  102M 3s
 18750K .......... .......... .......... .......... .......... 18%  123M 3s
 18800K .......... .......... .......... .......... .......... 18%  119M 3s
 18850K .......... .......... .......... .......... .......... 18% 4.08M 3s
 18900K .......... .......... .......... .......... .......... 18% 31.2M 3s
 18950K .......... .......... .......... .......... .......... 18%  114M 3s
 19000K .......... .......... .......... .......... .......... 18%  105M 3s
 19050K .......... .......... .......... .......... .......... 18% 72.2M 3s
 19100K .......... .......... .......... .......... .......... 18%  153M 3s
 19150K .......... .......... .......... .......... .......... 18%  134M 3s
 19200K .......... .......... .......... .......... .......... 18%  112M 3s
 19250K .......... .......... .......... .......... .......... 18% 16.0M 3s
 19300K .......... .......... .......... .......... .......... 18% 72.8M 3s
 19350K .......... .......... .......... .......... .......... 18% 92.9M 3s
 19400K .......... .......... .......... .......... .......... 18% 13.2M 3s
 19450K .......... .......... .......... .......... .......... 19%  123M 3s
 19500K .......... .......... .......... .......... .......... 19%  121M 3s
 19550K .......... .......... .......... .......... .......... 19% 94.2M 3s
 19600K .......... .......... .......... .......... .......... 19%  107M 3s
 19650K .......... .......... .......... .......... .......... 19%  127M 3s
 19700K .......... .......... .......... .......... .......... 19% 99.1M 3s
 19750K .......... .......... .......... .......... .......... 19%  100M 3s
 19800K .......... .......... .......... .......... .......... 19%  134M 3s
 19850K .......... .......... .......... .......... .......... 19% 96.6M 3s
 19900K .......... .......... .......... .......... .......... 19%  113M 3s
 19950K .......... .......... .......... .......... .......... 19%  118M 3s
 20000K .......... .......... .......... .......... .......... 19%  103M 3s
 20050K .......... .......... .......... .......... .......... 19%  124M 3s
 20100K .......... .......... .......... .......... .......... 19% 89.1M 3s
 20150K .......... .......... .......... .......... .......... 19% 44.1M 3s
 20200K .......... .......... .......... .......... .......... 19% 87.6M 3s
 20250K .......... .......... .......... .......... .......... 19% 91.5M 3s
 20300K .......... .......... .......... .......... .......... 19%  126M 3s
 20350K .......... .......... .......... .......... .......... 19%  119M 3s
 20400K .......... .......... .......... .......... .......... 19% 79.6M 3s
 20450K .......... .......... .......... .......... .......... 20%  113M 3s
 20500K .......... .......... .......... .......... .......... 20% 89.4M 3s
 20550K .......... .......... .......... .......... .......... 20% 92.4M 3s
 20600K .......... .......... .......... .......... .......... 20% 85.1M 3s
 20650K .......... .......... .......... .......... .......... 20%  114M 3s
 20700K .......... .......... .......... .......... .......... 20% 98.9M 3s
 20750K .......... .......... .......... .......... .......... 20%  110M 3s
 20800K .......... .......... .......... .......... .......... 20% 12.1M 3s
 20850K .......... .......... .......... .......... .......... 20%  120M 3s
 20900K .......... .......... .......... .......... .......... 20%  110M 3s
 20950K .......... .......... .......... .......... .......... 20% 93.2M 3s
 21000K .......... .......... .......... .......... .......... 20%  129M 3s
 21050K .......... .......... .......... .......... .......... 20%  112M 3s
 21100K .......... .......... .......... .......... .......... 20%  104M 3s
 21150K .......... .......... .......... .......... .......... 20%  111M 3s
 21200K .......... .......... .......... .......... .......... 20% 95.7M 3s
 21250K .......... .......... .......... .......... .......... 20%  125M 3s
 21300K .......... .......... .......... .......... .......... 20%  104M 3s
 21350K .......... .......... .......... .......... .......... 20%  107M 3s
 21400K .......... .......... .......... .......... .......... 20%  117M 3s
 21450K .......... .......... .......... .......... .......... 20%  115M 3s
 21500K .......... .......... .......... .......... .......... 21% 92.2M 3s
 21550K .......... .......... .......... .......... .......... 21%  114M 3s
 21600K .......... .......... .......... .......... .......... 21% 94.5M 3s
 21650K .......... .......... .......... .......... .......... 21%  141M 3s
 21700K .......... .......... .......... .......... .......... 21%  116M 3s
 21750K .......... .......... .......... .......... .......... 21% 76.9M 3s
 21800K .......... .......... .......... .......... .......... 21%  155M 3s
 21850K .......... .......... .......... .......... .......... 21%  116M 3s
 21900K .......... .......... .......... .......... .......... 21% 5.33M 3s
 21950K .......... .......... .......... .......... .......... 21% 26.0M 3s
 22000K .......... .......... .......... .......... .......... 21% 98.6M 3s
 22050K .......... .......... .......... .......... .......... 21%  111M 3s
 22100K .......... .......... .......... .......... .......... 21% 90.7M 3s
 22150K .......... .......... .......... .......... .......... 21% 5.26M 3s
 22200K .......... .......... .......... .......... .......... 21% 97.4M 3s
 22250K .......... .......... .......... .......... .......... 21% 91.2M 3s
 22300K .......... .......... .......... .......... .......... 21% 95.2M 3s
 22350K .......... .......... .......... .......... .......... 21%  182M 3s
 22400K .......... .......... .......... .......... .......... 21%  128M 3s
 22450K .......... .......... .......... .......... .......... 21% 89.0M 3s
 22500K .......... .......... .......... .......... .......... 22%  131M 3s
 22550K .......... .......... .......... .......... .......... 22%  118M 3s
 22600K .......... .......... .......... .......... .......... 22% 91.7M 3s
 22650K .......... .......... .......... .......... .......... 22%  120M 3s
 22700K .......... .......... .......... .......... .......... 22%  124M 3s
 22750K .......... .......... .......... .......... .......... 22% 91.0M 3s
 22800K .......... .......... .......... .......... .......... 22%  130M 3s
 22850K .......... .......... .......... .......... .......... 22% 99.4M 3s
 22900K .......... .......... .......... .......... .......... 22%  103M 3s
 22950K .......... .......... .......... .......... .......... 22%  122M 3s
 23000K .......... .......... .......... .......... .......... 22% 92.4M 3s
 23050K .......... .......... .......... .......... .......... 22%  137M 3s
 23100K .......... .......... .......... .......... .......... 22%  117M 3s
 23150K .......... .......... .......... .......... .......... 22% 95.2M 3s
 23200K .......... .......... .......... .......... .......... 22%  122M 3s
 23250K .......... .......... .......... .......... .......... 22% 88.4M 3s
 23300K .......... .......... .......... .......... .......... 22%  139M 3s
 23350K .......... .......... .......... .......... .......... 22%  109M 3s
 23400K .......... .......... .......... .......... .......... 22% 92.0M 3s
 23450K .......... .......... .......... .......... .......... 22%  133M 3s
 23500K .......... .......... .......... .......... .......... 22% 9.02M 3s
 23550K .......... .......... .......... .......... .......... 23%  122M 3s
 23600K .......... .......... .......... .......... .......... 23%  118M 3s
 23650K .......... .......... .......... .......... .......... 23% 90.4M 3s
 23700K .......... .......... .......... .......... .......... 23%  131M 3s
 23750K .......... .......... .......... .......... .......... 23%  120M 3s
 23800K .......... .......... .......... .......... .......... 23% 88.3M 3s
 23850K .......... .......... .......... .......... .......... 23%  135M 3s
 23900K .......... .......... .......... .......... .......... 23% 83.0M 3s
 23950K .......... .......... .......... .......... .......... 23%  135M 3s
 24000K .......... .......... .......... .......... .......... 23%  125M 3s
 24050K .......... .......... .......... .......... .......... 23%  108M 3s
 24100K .......... .......... .......... .......... .......... 23% 94.7M 3s
 24150K .......... .......... .......... .......... .......... 23%  114M 3s
 24200K .......... .......... .......... .......... .......... 23%  120M 3s
 24250K .......... .......... .......... .......... .......... 23%  101M 3s
 24300K .......... .......... .......... .......... .......... 23%  130M 3s
 24350K .......... .......... .......... .......... .......... 23% 89.2M 3s
 24400K .......... .......... .......... .......... .......... 23%  140M 3s
 24450K .......... .......... .......... .......... .......... 23% 88.8M 3s
 24500K .......... .......... .......... .......... .......... 23% 97.9M 3s
 24550K .......... .......... .......... .......... .......... 24%  153M 3s
 24600K .......... .......... .......... .......... .......... 24%  112M 3s
 24650K .......... .......... .......... .......... .......... 24% 93.3M 3s
 24700K .......... .......... .......... .......... .......... 24%  120M 3s
 24750K .......... .......... .......... .......... .......... 24%  108M 3s
 24800K .......... .......... .......... .......... .......... 24% 75.1M 3s
 24850K .......... .......... .......... .......... .......... 24% 64.5M 3s
 24900K .......... .......... .......... .......... .......... 24% 2.56M 3s
 24950K .......... .......... .......... .......... .......... 24% 91.8M 3s
 25000K .......... .......... .......... .......... .......... 24%  136M 3s
 25050K .......... .......... .......... .......... .......... 24%  117M 3s
 25100K .......... .......... .......... .......... .......... 24% 96.4M 3s
 25150K .......... .......... .......... .......... .......... 24%  120M 3s
 25200K .......... .......... .......... .......... .......... 24%  123M 3s
 25250K .......... .......... .......... .......... .......... 24% 59.9M 3s
 25300K .......... .......... .......... .......... .......... 24%  183M 3s
 25350K .......... .......... .......... .......... .......... 24%  156M 3s
 25400K .......... .......... .......... .......... .......... 24%  120M 3s
 25450K .......... .......... .......... .......... .......... 24% 91.1M 3s
 25500K .......... .......... .......... .......... .......... 24%  101M 3s
 25550K .......... .......... .......... .......... .......... 25%  114M 3s
 25600K .......... .......... .......... .......... .......... 25%  108M 3s
 25650K .......... .......... .......... .......... .......... 25%  129M 3s
 25700K .......... .......... .......... .......... .......... 25% 91.5M 3s
 25750K .......... .......... .......... .......... .......... 25%  105M 3s
 25800K .......... .......... .......... .......... .......... 25%  108M 3s
 25850K .......... .......... .......... .......... .......... 25%  123M 3s
 25900K .......... .......... .......... .......... .......... 25% 94.2M 3s
 25950K .......... .......... .......... .......... .......... 25%  104M 3s
 26000K .......... .......... .......... .......... .......... 25%  125M 3s
 26050K .......... .......... .......... .......... .......... 25% 97.2M 3s
 26100K .......... .......... .......... .......... .......... 25%  123M 3s
 26150K .......... .......... .......... .......... .......... 25%  101M 3s
 26200K .......... .......... .......... .......... .......... 25% 96.6M 3s
 26250K .......... .......... .......... .......... .......... 25%  120M 3s
 26300K .......... .......... .......... .......... .......... 25% 9.36M 3s
 26350K .......... .......... .......... .......... .......... 25% 96.6M 3s
 26400K .......... .......... .......... .......... .......... 25%  119M 3s
 26450K .......... .......... .......... .......... .......... 25% 90.1M 3s
 26500K .......... .......... .......... .......... .......... 25%  121M 3s
 26550K .......... .......... .......... .......... .......... 25% 98.9M 3s
 26600K .......... .......... .......... .......... .......... 26%  120M 3s
 26650K .......... .......... .......... .......... .......... 26%  118M 3s
 26700K .......... .......... .......... .......... .......... 26% 93.2M 3s
 26750K .......... .......... .......... .......... .......... 26%  121M 3s
 26800K .......... .......... .......... .......... .......... 26%  127M 3s
 26850K .......... .......... .......... .......... .......... 26% 98.4M 3s
 26900K .......... .......... .......... .......... .......... 26%  110M 3s
 26950K .......... .......... .......... .......... .......... 26%  122M 2s
 27000K .......... .......... .......... .......... .......... 26% 95.8M 2s
 27050K .......... .......... .......... .......... .......... 26%  119M 2s
 27100K .......... .......... .......... .......... .......... 26%  114M 2s
 27150K .......... .......... .......... .......... .......... 26% 82.7M 2s
 27200K .......... .......... .......... .......... .......... 26%  120M 2s
 27250K .......... .......... .......... .......... .......... 26%  106M 2s
 27300K .......... .......... .......... .......... .......... 26%  150M 2s
 27350K .......... .......... .......... .......... .......... 26%  111M 2s
 27400K .......... .......... .......... .......... .......... 26% 95.9M 2s
 27450K .......... .......... .......... .......... .......... 26%  124M 2s
 27500K .......... .......... .......... .......... .......... 26%  102M 2s
 27550K .......... .......... .......... .......... .......... 26%  104M 2s
 27600K .......... .......... .......... .......... .......... 27%  116M 2s
 27650K .......... .......... .......... .......... .......... 27%  119M 2s
 27700K .......... .......... .......... .......... .......... 27% 2.50M 2s
 27750K .......... .......... .......... .......... .......... 27% 92.7M 2s
 27800K .......... .......... .......... .......... .......... 27%  128M 2s
 27850K .......... .......... .......... .......... .......... 27%  114M 2s
 27900K .......... .......... .......... .......... .......... 27% 91.3M 2s
 27950K .......... .......... .......... .......... .......... 27%  112M 2s
 28000K .......... .......... .......... .......... .......... 27%  127M 2s
 28050K .......... .......... .......... .......... .......... 27% 89.9M 2s
 28100K .......... .......... .......... .......... .......... 27%  126M 2s
 28150K .......... .......... .......... .......... .......... 27%  122M 2s
 28200K .......... .......... .......... .......... .......... 27% 95.2M 2s
 28250K .......... .......... .......... .......... .......... 27%  112M 2s
 28300K .......... .......... .......... .......... .......... 27%  121M 2s
 28350K .......... .......... .......... .......... .......... 27% 97.9M 2s
 28400K .......... .......... .......... .......... .......... 27%  124M 2s
 28450K .......... .......... .......... .......... .......... 27% 84.1M 2s
 28500K .......... .......... .......... .......... .......... 27%  127M 2s
 28550K .......... .......... .......... .......... .......... 27%  116M 2s
 28600K .......... .......... .......... .......... .......... 27%  110M 2s
 28650K .......... .......... .......... .......... .......... 28%  113M 2s
 28700K .......... .......... .......... .......... .......... 28% 89.4M 2s
 28750K .......... .......... .......... .......... .......... 28%  140M 2s
 28800K .......... .......... .......... .......... .......... 28%  116M 2s
 28850K .......... .......... .......... .......... .......... 28% 99.8M 2s
 28900K .......... .......... .......... .......... .......... 28% 93.1M 2s
 28950K .......... .......... .......... .......... .......... 28% 82.8M 2s
 29000K .......... .......... .......... .......... .......... 28%  136M 2s
 29050K .......... .......... .......... .......... .......... 28% 9.26M 2s
 29100K .......... .......... .......... .......... .......... 28% 88.2M 2s
 29150K .......... .......... .......... .......... .......... 28%  125M 2s
 29200K .......... .......... .......... .......... .......... 28%  133M 2s
 29250K .......... .......... .......... .......... .......... 28% 82.9M 2s
 29300K .......... .......... .......... .......... .......... 28%  111M 2s
 29350K .......... .......... .......... .......... .......... 28%  130M 2s
 29400K .......... .......... .......... .......... .......... 28%  123M 2s
 29450K .......... .......... .......... .......... .......... 28% 93.0M 2s
 29500K .......... .......... .......... .......... .......... 28%  124M 2s
 29550K .......... .......... .......... .......... .......... 28% 92.7M 2s
 29600K .......... .......... .......... .......... .......... 28%  137M 2s
 29650K .......... .......... .......... .......... .......... 29% 99.8M 2s
 29700K .......... .......... .......... .......... .......... 29%  109M 2s
 29750K .......... .......... .......... .......... .......... 29%  113M 2s
 29800K .......... .......... .......... .......... .......... 29%  127M 2s
 29850K .......... .......... .......... .......... .......... 29% 98.1M 2s
 29900K .......... .......... .......... .......... .......... 29%  118M 2s
 29950K .......... .......... .......... .......... .......... 29% 96.7M 2s
 30000K .......... .......... .......... .......... .......... 29%  108M 2s
 30050K .......... .......... .......... .......... .......... 29%  124M 2s
 30100K .......... .......... .......... .......... .......... 29% 90.8M 2s
 30150K .......... .......... .......... .......... .......... 29%  140M 2s
 30200K .......... .......... .......... .......... .......... 29%  115M 2s
 30250K .......... .......... .......... .......... .......... 29% 91.9M 2s
 30300K .......... .......... .......... .......... .......... 29%  121M 2s
 30350K .......... .......... .......... .......... .......... 29%  120M 2s
 30400K .......... .......... .......... .......... .......... 29% 87.3M 2s
 30450K .......... .......... .......... .......... .......... 29% 2.50M 2s
 30500K .......... .......... .......... .......... .......... 29%  105M 2s
 30550K .......... .......... .......... .......... .......... 29%  112M 2s
 30600K .......... .......... .......... .......... .......... 29% 96.6M 2s
 30650K .......... .......... .......... .......... .......... 29% 92.6M 2s
 30700K .......... .......... .......... .......... .......... 30% 99.6M 2s
 30750K .......... .......... .......... .......... .......... 30% 92.2M 2s
 30800K .......... .......... .......... .......... .......... 30%  118M 2s
 30850K .......... .......... .......... .......... .......... 30% 86.3M 2s
 30900K .......... .......... .......... .......... .......... 30% 99.1M 2s
 30950K .......... .......... .......... .......... .......... 30% 88.9M 2s
 31000K .......... .......... .......... .......... .......... 30%  129M 2s
 31050K .......... .......... .......... .......... .......... 30% 83.4M 2s
 31100K .......... .......... .......... .......... .......... 30%  109M 2s
 31150K .......... .......... .......... .......... .......... 30%  106M 2s
 31200K .......... .......... .......... .......... .......... 30% 79.3M 2s
 31250K .......... .......... .......... .......... .......... 30%  141M 2s
 31300K .......... .......... .......... .......... .......... 30% 89.9M 2s
 31350K .......... .......... .......... .......... .......... 30% 85.9M 2s
 31400K .......... .......... .......... .......... .......... 30%  120M 2s
 31450K .......... .......... .......... .......... .......... 30% 86.7M 2s
 31500K .......... .......... .......... .......... .......... 30%  100M 2s
 31550K .......... .......... .......... .......... .......... 30% 85.2M 2s
 31600K .......... .......... .......... .......... .......... 30%  123M 2s
 31650K .......... .......... .......... .......... .......... 30% 98.7M 2s
 31700K .......... .......... .......... .......... .......... 31%  108M 2s
 31750K .......... .......... .......... .......... .......... 31% 87.3M 2s
 31800K .......... .......... .......... .......... .......... 31%  103M 2s
 31850K .......... .......... .......... .......... .......... 31% 11.6M 2s
 31900K .......... .......... .......... .......... .......... 31% 91.8M 2s
 31950K .......... .......... .......... .......... .......... 31% 99.7M 2s
 32000K .......... .......... .......... .......... .......... 31% 94.5M 2s
 32050K .......... .......... .......... .......... .......... 31%  112M 2s
 32100K .......... .......... .......... .......... .......... 31% 19.1M 2s
 32150K .......... .......... .......... .......... .......... 31%  443M 2s
 32200K .......... .......... .......... .......... .......... 31%  390M 2s
 32250K .......... .......... .......... .......... .......... 31%  423M 2s
 32300K .......... .......... .......... .......... .......... 31%  123M 2s
 32350K .......... .......... .......... .......... .......... 31% 30.5M 2s
 32400K .......... .......... .......... .......... .......... 31%  432M 2s
 32450K .......... .......... .......... .......... .......... 31%  442M 2s
 32500K .......... .......... .......... .......... .......... 31%  354M 2s
 32550K .......... .......... .......... .......... .......... 31%  106M 2s
 32600K .......... .......... .......... .......... .......... 31%  171M 2s
 32650K .......... .......... .......... .......... .......... 31%  142M 2s
 32700K .......... .......... .......... .......... .......... 31%  102M 2s
 32750K .......... .......... .......... .......... .......... 32% 91.2M 2s
 32800K .......... .......... .......... .......... .......... 32%  114M 2s
 32850K .......... .......... .......... .......... .......... 32% 97.0M 2s
 32900K .......... .......... .......... .......... .......... 32% 92.7M 2s
 32950K .......... .......... .......... .......... .......... 32%  106M 2s
 33000K .......... .......... .......... .......... .......... 32% 70.1M 2s
 33050K .......... .......... .......... .......... .......... 32%  145M 2s
 33100K .......... .......... .......... .......... .......... 32%  113M 2s
 33150K .......... .......... .......... .......... .......... 32% 93.3M 2s
 33200K .......... .......... .......... .......... .......... 32%  105M 2s
 33250K .......... .......... .......... .......... .......... 32% 2.74M 2s
 33300K .......... .......... .......... .......... .......... 32% 68.5M 2s
 33350K .......... .......... .......... .......... .......... 32%  118M 2s
 33400K .......... .......... .......... .......... .......... 32%  107M 2s
 33450K .......... .......... .......... .......... .......... 32% 96.7M 2s
 33500K .......... .......... .......... .......... .......... 32% 85.8M 2s
 33550K .......... .......... .......... .......... .......... 32%  113M 2s
 33600K .......... .......... .......... .......... .......... 32%  102M 2s
 33650K .......... .......... .......... .......... .......... 32% 91.0M 2s
 33700K .......... .......... .......... .......... .......... 32%  101M 2s
 33750K .......... .......... .......... .......... .......... 33% 88.0M 2s
 33800K .......... .......... .......... .......... .......... 33%  124M 2s
 33850K .......... .......... .......... .......... .......... 33% 86.5M 2s
 33900K .......... .......... .......... .......... .......... 33%  113M 2s
 33950K .......... .......... .......... .......... .......... 33% 91.0M 2s
 34000K .......... .......... .......... .......... .......... 33% 97.7M 2s
 34050K .......... .......... .......... .......... .......... 33%  100M 2s
 34100K .......... .......... .......... .......... .......... 33% 97.9M 2s
 34150K .......... .......... .......... .......... .......... 33% 98.5M 2s
 34200K .......... .......... .......... .......... .......... 33% 94.0M 2s
 34250K .......... .......... .......... .......... .......... 33%  103M 2s
 34300K .......... .......... .......... .......... .......... 33%  101M 2s
 34350K .......... .......... .......... .......... .......... 33% 98.0M 2s
 34400K .......... .......... .......... .......... .......... 33%  113M 2s
 34450K .......... .......... .......... .......... .......... 33% 91.8M 2s
 34500K .......... .......... .......... .......... .......... 33% 92.3M 2s
 34550K .......... .......... .......... .......... .......... 33%  118M 2s
 34600K .......... .......... .......... .......... .......... 33% 11.5M 2s
 34650K .......... .......... .......... .......... .......... 33% 95.5M 2s
 34700K .......... .......... .......... .......... .......... 33%  102M 2s
 34750K .......... .......... .......... .......... .......... 33% 83.3M 2s
 34800K .......... .......... .......... .......... .......... 34%  119M 2s
 34850K .......... .......... .......... .......... .......... 34%  101M 2s
 34900K .......... .......... .......... .......... .......... 34% 73.8M 2s
 34950K .......... .......... .......... .......... .......... 34%  132M 2s
 35000K .......... .......... .......... .......... .......... 34% 96.3M 2s
 35050K .......... .......... .......... .......... .......... 34%  114M 2s
 35100K .......... .......... .......... .......... .......... 34% 90.6M 2s
 35150K .......... .......... .......... .......... .......... 34% 85.4M 2s
 35200K .......... .......... .......... .......... .......... 34%  129M 2s
 35250K .......... .......... .......... .......... .......... 34% 95.6M 2s
 35300K .......... .......... .......... .......... .......... 34% 84.6M 2s
 35350K .......... .......... .......... .......... .......... 34%  124M 2s
 35400K .......... .......... .......... .......... .......... 34%  102M 2s
 35450K .......... .......... .......... .......... .......... 34% 91.2M 2s
 35500K .......... .......... .......... .......... .......... 34% 92.1M 2s
 35550K .......... .......... .......... .......... .......... 34%  105M 2s
 35600K .......... .......... .......... .......... .......... 34% 99.0M 2s
 35650K .......... .......... .......... .......... .......... 34% 90.3M 2s
 35700K .......... .......... .......... .......... .......... 34% 92.5M 2s
 35750K .......... .......... .......... .......... .......... 34%  126M 2s
 35800K .......... .......... .......... .......... .......... 35% 88.4M 2s
 35850K .......... .......... .......... .......... .......... 35% 97.5M 2s
 35900K .......... .......... .......... .......... .......... 35% 95.3M 2s
 35950K .......... .......... .......... .......... .......... 35%  109M 2s
 36000K .......... .......... .......... .......... .......... 35% 97.8M 2s
 36050K .......... .......... .......... .......... .......... 35% 2.66M 2s
 36100K .......... .......... .......... .......... .......... 35%  152M 2s
 36150K .......... .......... .......... .......... .......... 35% 75.5M 2s
 36200K .......... .......... .......... .......... .......... 35%  141M 2s
 36250K .......... .......... .......... .......... .......... 35% 71.9M 2s
 36300K .......... .......... .......... .......... .......... 35%  146M 2s
 36350K .......... .......... .......... .......... .......... 35% 74.0M 2s
 36400K .......... .......... .......... .......... .......... 35%  159M 2s
 36450K .......... .......... .......... .......... .......... 35% 73.6M 2s
 36500K .......... .......... .......... .......... .......... 35%  130M 2s
 36550K .......... .......... .......... .......... .......... 35%  108M 2s
 36600K .......... .......... .......... .......... .......... 35%  105M 2s
 36650K .......... .......... .......... .......... .......... 35% 67.7M 2s
 36700K .......... .......... .......... .......... .......... 35%  184M 2s
 36750K .......... .......... .......... .......... .......... 35% 97.5M 2s
 36800K .......... .......... .......... .......... .......... 35% 94.8M 2s
 36850K .......... .......... .......... .......... .......... 36% 91.6M 2s
 36900K .......... .......... .......... .......... .......... 36%  104M 2s
 36950K .......... .......... .......... .......... .......... 36% 78.4M 2s
 37000K .......... .......... .......... .......... .......... 36%  142M 2s
 37050K .......... .......... .......... .......... .......... 36% 92.1M 2s
 37100K .......... .......... .......... .......... .......... 36%  110M 2s
 37150K .......... .......... .......... .......... .......... 36% 80.8M 2s
 37200K .......... .......... .......... .......... .......... 36%  113M 2s
 37250K .......... .......... .......... .......... .......... 36%  100M 2s
 37300K .......... .......... .......... .......... .......... 36%  104M 2s
 37350K .......... .......... .......... .......... .......... 36% 87.8M 2s
 37400K .......... .......... .......... .......... .......... 36% 11.5M 2s
 37450K .......... .......... .......... .......... .......... 36%  128M 2s
 37500K .......... .......... .......... .......... .......... 36% 79.9M 2s
 37550K .......... .......... .......... .......... .......... 36% 97.4M 2s
 37600K .......... .......... .......... .......... .......... 36%  111M 2s
 37650K .......... .......... .......... .......... .......... 36% 94.5M 2s
 37700K .......... .......... .......... .......... .......... 36%  109M 2s
 37750K .......... .......... .......... .......... .......... 36% 82.2M 2s
 37800K .......... .......... .......... .......... .......... 36%  118M 2s
 37850K .......... .......... .......... .......... .......... 37% 83.0M 2s
 37900K .......... .......... .......... .......... .......... 37%  142M 2s
 37950K .......... .......... .......... .......... .......... 37% 90.2M 2s
 38000K .......... .......... .......... .......... .......... 37%  158M 2s
 38050K .......... .......... .......... .......... .......... 37% 80.1M 2s
 38100K .......... .......... .......... .......... .......... 37%  150M 2s
 38150K .......... .......... .......... .......... .......... 37%  101M 2s
 38200K .......... .......... .......... .......... .......... 37%  119M 2s
 38250K .......... .......... .......... .......... .......... 37%  105M 2s
 38300K .......... .......... .......... .......... .......... 37% 98.6M 2s
 38350K .......... .......... .......... .......... .......... 37% 98.9M 2s
 38400K .......... .......... .......... .......... .......... 37% 90.2M 2s
 38450K .......... .......... .......... .......... .......... 37%  114M 2s
 38500K .......... .......... .......... .......... .......... 37% 70.2M 2s
 38550K .......... .......... .......... .......... .......... 37%  159M 2s
 38600K .......... .......... .......... .......... .......... 37%  108M 2s
 38650K .......... .......... .......... .......... .......... 37%  100M 2s
 38700K .......... .......... .......... .......... .......... 37% 90.5M 2s
 38750K .......... .......... .......... .......... .......... 37% 2.61M 2s
 38800K .......... .......... .......... .......... .......... 37%  132M 2s
 38850K .......... .......... .......... .......... .......... 37% 95.8M 2s
 38900K .......... .......... .......... .......... .......... 38%  113M 2s
 38950K .......... .......... .......... .......... .......... 38% 84.5M 2s
 39000K .......... .......... .......... .......... .......... 38%  114M 2s
 39050K .......... .......... .......... .......... .......... 38% 97.2M 2s
 39100K .......... .......... .......... .......... .......... 38% 98.5M 2s
 39150K .......... .......... .......... .......... .......... 38% 84.7M 2s
 39200K .......... .......... .......... .......... .......... 38%  119M 2s
 39250K .......... .......... .......... .......... .......... 38% 92.2M 2s
 39300K .......... .......... .......... .......... .......... 38% 87.9M 2s
 39350K .......... .......... .......... .......... .......... 38%  121M 2s
 39400K .......... .......... .......... .......... .......... 38%  106M 2s
 39450K .......... .......... .......... .......... .......... 38% 90.9M 2s
 39500K .......... .......... .......... .......... .......... 38% 76.9M 2s
 39550K .......... .......... .......... .......... .......... 38% 90.1M 2s
 39600K .......... .......... .......... .......... .......... 38%  142M 2s
 39650K .......... .......... .......... .......... .......... 38% 99.9M 2s
 39700K .......... .......... .......... .......... .......... 38% 92.2M 2s
